PT	AU	BE	TI	X1	Y1	Z1	SO	LA	DT	DE	X5	Y5	Z5	AB	X4	Y4	Z4	C1	EM	RI	OI	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	PD	PY	VL	IS	BP	EP	DI	EC	C2	SC	UT	OA	HC	HP	DA
J	Garcia, Ana Elisa Brito; Salles Filho, Sergio Luiz Monteiro		Trajetória institucional de um instituto público de pesquisa: o caso do Ital após 1995	Institutional trajectory of a public research institute: the case of Ital after 1995			Revista de Administração Pública																								0034-7612	06	2009	43	3	661	693	10.1590/S0034-76122009000300007				SCIELO:S0034-76122009000300007	gold				
J	Vidotto, Rodrigo Silva; Migliato, Antônio Luiz Tonissi; Zambon, Antonio Carlos		O Moving Average Convergence-Divergence como ferramenta para a decisão de investimentos no mercado de ações	Moving Average Convergence-Divergence as a tool for deciding on investments in the stock market			Revista de Administração Contemporânea													Zambon, Antonio/C-2374-2013											1982-7849	06	2009	13	2	291	309	10.1590/S1415-65552009000200008				SCIELO:S1415-65552009000200008	gold				
J	Andrade, Rogerio Pereira de; Deos, Simone		A trajetória do Banco do Brasil no período recente, 2001-2006: banco público ou banco estatal "privado"?	The recent path of the bank of Brazil, 2001-2006: public bank or "private" state-owned bank?			Revista de Economia Contemporânea														Deos, Simone/0000-0003-1134-0871										1980-5527	04	2009	13	1	47	79	10.1590/S1415-98482009000100003				SCIELO:S1415-98482009000100003	gold				
J	Maia, A. Gori; Romeiro, Ademar R.		Validade e confiabilidade do método de custo de viagem: um estudo aplicado ao Parque Nacional da Serra Geral				Economia Aplicada													Gori Maia, Alexandre/D-6519-2012	Gori Maia, Alexandre/0000-0003-0075-5094										1980-5330	03	2008	12	1	103	123	10.1590/S1413-80502008000100005				SCIELO:S1413-80502008000100005	gold				
J	Cunha, André Moreira; Biancareli, André Martins; Prates, Daniela Magalhães		A diplomacia do Yuan Fraco	The Yuan diplomacy			Revista de Economia Contemporânea																								1980-5527	12	2007	11	3	525	562	10.1590/S1415-98482007000300006				SCIELO:S1415-98482007000300006	gold				
J	Macarini, José Pedro		A política bancária do regime militar: o projeto de conglomerado (1967-1973)	The finance policy of military regime: the conglomerate project (1967-1973)			Economia e Sociedade																								1982-3533	12	2007	16	3	343	369	10.1590/S0104-06182007000300003				SCIELO:S0104-06182007000300003	gold				
J	Oliveira, Giuliano Contento de; Carvalho, Carlos Eduardo		O componente "custo de oportunidade" do spread bancário no Brasil: uma abordagem pós-keynesiana	The "opportunity cost" component of bank interest spread in Brazil a post-Keynesian perspective			Economia e Sociedade																								1982-3533	12	2007	16	3	371	404	10.1590/S0104-06182007000300004				SCIELO:S0104-06182007000300004	gold				
J	Assis, Renato Linhares de; Romeiro, Ademar Ribeiro		O processo de conversão de sistemas de produção de hortaliças convencionais para orgânicos	Converting conventional horticulture into organic			Revista de Administração Pública																								0034-7612	10	2007	41	5	863	885	10.1590/S0034-76122007000500004				SCIELO:S0034-76122007000500004	gold				
J	Gimenez, Fernando Antonio Prado; Inácio Júnior, Edmundo		Validation of the team factors inventory in Brazilian companies				BAR - Brazilian Administration Review													Gimenez, Fernando/O-4829-2014; Inacio Junior, Edmundo/C-5483-2012	Gimenez, Fernando/0000-0002-5143-9553; Inacio Junior, Edmundo/0000-0003-0137-0778										1807-7692	12	2006	3	2	15	31	10.1590/S1807-76922006000200003				SCIELO:S1807-76922006000200003	gold				
J	Macarini, José Pedro		A política econômica do governo Costa e Silva 1967-1969	The economic policy of the Costa e Silva administration: 1967-1969			Revista de Economia Contemporânea																								1980-5527	12	2006	10	3	453	489	10.1590/S1415-98482006000300001				SCIELO:S1415-98482006000300001	gold				
J	Vitte, Claudete de Castro Silva		Gestão do desenvolvimento econômico local: algumas considerações	Gestion du développement économique local: quelques considérations	Administration of the local economic development: some considerations	Gestión del desarrollo económico local: algunas consideraciones	Interações (Campo Grande)																								1984-042X	09	2006	8	13	77	87	10.1590/S1518-70122006000200009				SCIELO:S1518-70122006000200009	gold				
J	Menezes, Wilson F.; Dedecca, Cláudio S.		Avaliação da duração do desemprego nas regiões metropolitanas de Salvador e de São Paulo	Estimation of unemployment duration in the metropolitan area of Salvador and São Paulo			Revista de Economia Contemporânea																								1980-5527	04	2006	10	1	35	60	10.1590/S1415-98482006000100002				SCIELO:S1415-98482006000100002	gold				
J	Belluzzo, Luiz Gonzaga		O dólar e os desequilíbrios globais	The dollar and the global disequilibria			Revista de Economia Política																								1809-4538	09	2005	25	3	224	232	10.1590/S0101-31572005000300004				SCIELO:S0101-31572005000300004	gold				
J	Prates, Daniela Magalhães		Resenha crítica - a literatura convencional sobre crises financeiras nos países "emergentes": os modelos desenvolvidos nos anos 90				Estudos Econômicos (São Paulo)																								1980-5357	06	2005	35	2	359	385	10.1590/S0101-41612005000200006				SCIELO:S0101-41612005000200006	gold				
J	Vilha, Anapatrícia Morales; Carvalho, Ruy de Quadros		Desenvolvimento de novas competências e práticas de gestão da inovação voltadas para o desenvolvimento sustentável: estudo exploratório da Natura				Cadernos EBAPE.BR																								1679-3951		2005	3	spe	01	15	10.1590/S1679-39512005000500014				SCIELO:S1679-39512005000500014	gold				
J	Meirelles, Antonio J. A.; Lima, Gilberto Tadeu		Regimes de endividamento, fragilidade financeira e dinâmica da atividade produtiva				Estudos Econômicos (São Paulo)																								1980-5357	09	2003	33	3	529	557	10.1590/S0101-41612003000300005				SCIELO:S0101-41612003000300005	gold				
J	Braga Junior, Sergio; Martínez, Marta Pagán; Correa, Caroline Miranda; Moura-Leite, Rosamaria Cox; Da Silva, Dirceu		Greenwashing effect, attitudes, and beliefs in green consumption				RAUSP Management Journal													, Sergio Silva Braga Junior/A-6706-2013	, Sergio Silva Braga Junior/0000-0002-4979-1988										2531-0488	06	2019	54	2	226	241	10.1108/rausp-08-2018-0070				SCIELO:S2531-04882019000200006	gold				
J	Prates, Daniela Magalhães		Apresentação				Economia e Sociedade																								1982-3533	04	2019	28	1	I	I	10.1590/1982-3533.2019v28n1art001				SCIELO:S0104-06182019000100001	gold				
J	Rocha, Leonardo Andrade; Khan, Ahmad Saeed; Lima, Patrícia Verônica Pinheiro Sales; Poz, Maria Ester Soares Dal; Oliveira, Fernando Porfírio Soares de		O "efeito nefasto" da corrupção no Brasil: "quem paga mais?" Aplicações com o uso de regressões quantílicas com variáveis instrumentais	The 'detrimental effect' of corruption in Brazil: 'who pays more?' Applications using instrumental variable quantile regression			Nova Economia														Porfirio, Fernando/0000-0001-7103-6340										1980-5381	04	2019	29	1	277	305	10.1590/0103-6351/3695				SCIELO:S0103-63512019000100277	gold				
J	Romeiro, Ademar Ribeiro		Evitar o colapso ambiental requer o fim do capitalismo?				Economia e Sociedade																								1982-3533	04	2019	28	1	285	289	10.1590/1982-3533.2019v28n1art13				SCIELO:S0104-06182019000100014	gold				
J	Ramos Júnior, Flavio Paulino; Santos, Isabela dos; Gaio, Luiz Eduardo; Stefanelli, Nelson Oliveira; Passos, Ivan Carlin		Capital structure of Brazilian public companies: Normality, global financial crisis and economic recession	Estructura de capital de empresas brasileñas: normalidad, crisis financiera global y recesión económica			Contaduría y administración																								0186-1042	03	2019	64	1			10.22201/fca.24488410e.2018.1152				SCIELO:S0186-10422019000100002	gold				
J	Batista, Alexandre Ricardo de Aragão; Maia, Uxi; Romero, Alécio		Stock market under the 2016 Brazilian presidential impeachment: a test in the semi-strong form of the efficient market hypothesis,	Mercado acionário sob o impeachment presidencial brasileiro de 2016: um teste na forma semiforte da hipótese do mercado eficiente,			Revista Contabilidade & Finanças														Maia da Silva, Uxi/0000-0002-5324-2869; Batista, Alexandre/0000-0002-7236-9056										1808-057X	12	2018	29	78	405	417	10.1590/1808-057x201805560				SCIELO:S1519-70772018000300405	gold				
J	Mello, Guilherme Santos		Análise crítica do papel das inovações financeiras na crise do subprime	The subprime crisis and the fourth dimension of capitalism - an Marxist approach			Economia e Sociedade																								1982-3533	12	2018	27	3	825	851	10.1590/1982-3533.2018v27n3art5				SCIELO:S0104-06182018000300825	gold				
J	Pozzer, Carlos Eduardo; Ferrão, André Munhoz de Argollo		O Plano de Desenvolvimento do Lago de Furnas de 1975: o desafio da integração regional	El Plan de Desarrollo del Lago de Furnas 1975: el desafío de la integración regional	Le Plan de Développement du Lac Furnas de 1975: le défi de l’intégration régionale	The Development Plan of Furnas Lake of 1975: the challenge of regional integration	Interações (Campo Grande)													Argollo Ferrao, Andre/F-4728-2012	Argollo Ferrao, Andre/0000-0003-0687-3622										1984-042X	12	2018	19	4	871	887	10.20435/inter.v19i4.1688				SCIELO:S1518-70122018000400871	gold				
J	MAIA, ALEXANDRE GORI; SAKAMOTO, ARTHUR		Does wage reflect labor productivity? A comparison between Brazil and the United States				Brazilian Journal of Political Economy																								1809-4538	10	2018	38	4	629	649	10.1590/0101-35172018-2764				SCIELO:S0101-31572018000400629	gold				
J	Blikstad, Nicholas Magnus Deleuse; Oliveira, Giuliano Contento de		Instabilidade financeira na Eurozona e a crise dos títulos públicos dos GIIPS	Financial instability in the Eurozone and the crisis of the GIIPS government bonds			Economia e Sociedade																								1982-3533	08	2018	27	2	431	462	10.1590/1982-3533.2017v27n2art3				SCIELO:S0104-06182018000200431	gold				
J	Marcato, Marília Bassetti; Ultremare, Fernanda Oliveira		Produção industrial e vazamento de demanda para o exterior: uma análise da economia brasileira	Industrial production and demand leakage: an analysis of the Brazilian economy			Economia e Sociedade																								1982-3533	08	2018	27	2	637	662	10.1590/1982-3533.2017v27n2art10				SCIELO:S0104-06182018000200637	gold				
J	Telles, Tiago Santos; Reydon, Bastiaan Philip; Fernandes, Vitor Bukvar		Os determinantes do preço das terras agrícolas na história do pensamento econômico	Farmland price determinants in the history of economic thought			Economia e Sociedade																								1982-3533	08	2018	27	2	525	545	10.1590/1982-3533.2017v27n2art6				SCIELO:S0104-06182018000200525	gold				
J	Correa, Ana Carolina Costa; Pimenta Júnior, Tabajara; Gaio, Luiz Eduardo		Interdependence and asymmetries: Latin American ADRs and developed markets	Interdependência e assimetrias: ADRs da América Latina e mercados desenvolvidos			BBR. Brazilian Business Review																								1808-2386	07	2018	15	4	391	409	10.15728/bbr.2018.15.4.6				SCIELO:S1808-23862018000400391	gold				
J	Campos, Matheus Leite; Morini, Cristiano; Moraes, Gustavo Herminio Salati Marcondes de; Inácio Júnior, Edmundo		A performance model for Public-Private Partnerships: the authorized economic operator as an example	Un modelo de rendimiento para asociaciones público-privadas: el operador económico autorizado como ejemplo	Um modelo de desempenho para parcerias público-privadas: o operador econômico autorizado como exemplo		RAUSP Management Journal													Inacio Junior, Edmundo/C-5483-2012	Inacio Junior, Edmundo/0000-0003-0137-0778										2531-0488	06	2018	53	2	268	279	10.1016/j.rausp.2017.07.002				SCIELO:S2531-04882018000200268	gold				
J	Ferreira, Adriana Nunes		Controvérsias sobre a macroeconomia de Keynes e seus possíveis fundamentos microeconômicos	Controversies about Keynes’ macroeconomics e its possible microfoundations			Nova Economia																								1980-5381	04	2018	28	1	155	180	10.1590/0103-6351/2650				SCIELO:S0103-63512018000100155	gold				
J	Katovich, Erik S.; Maia, Alexandre Gori		The relation between labor productivity and wages in Brazil:	A relação entre produtividade de trabalho e salário no Brasil:			Nova Economia													Gori Maia, Alexandre/D-6519-2012	Gori Maia, Alexandre/0000-0003-0075-5094										1980-5381	04	2018	28	1	7	38	10.1590/0103-6351/3943				SCIELO:S0103-63512018000100007	gold				
J	Lima, Fabiano Guasti; Fonseca, Camila Veneo C.; Silveira, Rodrigo Lanna Franco; Assaf Neto, Alexandre		Os Determinantes dos Ratings de Crédito dos Bancos Brasileiros	The Determinants of Brazilian Banks' Credit Rating Levels			Revista de Administração Contemporânea													Silveira, Rodrigo Lanna Franco da/B-1874-2019	Silveira, Rodrigo Lanna Franco da/0000-0002-1208-5713										1982-7849	04	2018	22	2	178	200	10.1590/1982-7849rac2018160373				SCIELO:S1415-65552018000200178	gold				
J	Moraes, Gustavo Hermínio Salati Marcondes de; Iizuka, Edson Sadao; Pedro, Matheus		Effects of Entrepreneurial Characteristics and University Environment on Entrepreneurial Intention				Revista de Administração Contemporânea																								1982-7849	04	2018	22	2	226	248	10.1590/1982-7849rac2018170133				SCIELO:S1415-65552018000200226	gold				
J	Saes, Beatriz Macchione; Romeiro, Ademar Ribeiro		O debate metodológico na economia ecológica: indefinição ou pluralismo?	The methodological debate in the ecological economics: vagueness or pluralism?			Nova Economia																								1980-5381	04	2018	28	1	127	153	10.1590/0103-6351/2690				SCIELO:S0103-63512018000100127	gold				
J	Santos, Cláudio Hamilton Matos dos; Silva, Antonio Carlos Macedo e; Amitrano, Cláudio Roberto; Carvalho, Sandro Sachet de; Bastos Jr., Ennio Ferreira; Esteves, Fernando Henrique de Araújo; Yannick, Kolai Zagbai Joel; Lima, Lucikelly dos Santos		A natureza da inflação de serviços no Brasil: 1999-2014*	The nature of services inflation in Brazil: 1999-2014			Economia e Sociedade																								1982-3533	04	2018	27	1	199	231	10.1590/1982-3533.2017v27n1art7				SCIELO:S0104-06182018000100199	gold				
J	Hiratuka, Celio		CHANGES IN THE CHINESE DEVELOPMENT STRATEGY AFTER THE GLOBAL CRISIS AND ITS IMPACTS IN LATIN AMERICA	MUDANÇAS NA ESTRATÉGIA CHINESA DE DESENVOLVIMENTO NO PERÍODO PÓS-CRISE GLOBAL E IMPACTOS SOBRE A AMÉRICA LATINA			Revista de Economia Contemporânea														Hiratuka, Celio/0000-0002-3265-3036										1980-5527		2018	22	1	e182214		10.1590/198055272214				SCIELO:S1415-98482018000100203	gold				
J	Rocha, Leonardo Andrade; Khan, Ahmad Saeed; Lima, Patrícia Verônica Pinheiro Sales; Poz, Maria Ester Soares Dal; Almeida, Carlos Alano Soares de		O IMPACTO DOS INVESTIMENTOS EM P&D NO DESEMPENHO DAS EMPRESAS: APLICAÇÕES NO USO DE REGRESSÃO QUANTÍLICA COM VARIÁVEIS INSTRUMENTAIS	THE IMPACT OF INVESTMENTS IN R&D ON FIRM PERFORMANCE: APPLICATIONS OF QUANTILE REGRESSION WITH INSTRUMENTAL VARIABLES			Revista de Economia Contemporânea																								1980-5527		2018	22	3	e182235		10.1590/198055272235				SCIELO:S1415-98482018000300200	gold				
J	Ruppert, Lídia; Bertella, Mario Augusto		A INTERNACIONALIZAÇÃO DAS EMPRESAS SUL-COREANAS E O PAPEL DO ESTADO	THE INTERNATIONALIZATION OF SOUTH KOREAN COMPANIES AND THE ROLE OF THE STATE			Revista de Economia Contemporânea																								1980-5527		2018	22	2	e182225		10.1590/198055272225				SCIELO:S1415-98482018000200202	gold				
J	Arantes, Flávio; Biasoto Junior, Geraldo		A política fiscal no contexto da financeirização: teoria insuficiente e indicadores inadequados	Fiscal policy in the context of financialization: insufficient theory and inadequate indicators			Economia e Sociedade																								1982-3533	12	2017	26	spe	1063	1095	10.1590/1982-3533.2017v26n4art9				SCIELO:S0104-06182017000401063	gold				
J	Braga, José Carlos; Oliveira, Giuliano Contento de; Wolf, Paulo José Whitaker; Palludeto, Alex Wilhans Antonio; Deos, Simone Silva de		For a political economy of financialization: theory and evidence	Por uma economia política da financeirização: teoria e evidências			Economia e Sociedade														Palludeto, Alex Wilhans Antonio/0000-0002-1528-7548										1982-3533	12	2017	26	spe	829	856	10.1590/1982-3533.2017v26n4art1				SCIELO:S0104-06182017000400829	gold				
J	Chiarini, Tulio; Silva, Ana Lúcia Gonçalves da		Os principais canais de transferência internacional de tecnologia em diferentes paradigmas tecnológicos: implicações para a superação do subdesenvolvimento	The main channels of international technology transfer in different technological paradigms: implications to overcome underdevelopment			Economia e Sociedade																								1982-3533	12	2017	26	3	691	719	10.1590/1982-3533.2017v26n3art6				SCIELO:S0104-06182017000300691	gold				
J	Conti, Bruno de		Capitalismo liderado pelas financas, por Robert Guttmann				Economia e Sociedade																								1982-3533	12	2017	26	spe	1181	1186	10.1590/1982-3533.2017v26n4art13				SCIELO:S0104-06182017000401181	gold				
J	Maciel, Leandro dos Santos; Ballini, Rosangela		Value-at-risk modeling and forecasting with range-based volatility models: empirical evidence	Modelagem e previsão do valor em risco com modelos de volatilidade baseada em variação: evidências empíricas			Revista Contabilidade & Finanças													Maciel, Leandro/B-1046-2015	Maciel, Leandro/0000-0002-1900-7179										1808-057X	12	2017	28	75	361	376	10.1590/1808-057x201704140				SCIELO:S1519-70772017000300361	gold				
J	Nascimento, Paulo Francisco do; Silva, Antonio Carlos Macedo e		Financeirização na abordagem Stock-Flow Consistent	Financialization and the Stock-Flow Consistent Approach			Economia e Sociedade																								1982-3533	12	2017	26	spe	895	928	10.1590/1982-3533.2017v26n4art4				SCIELO:S0104-06182017000400895	gold				
J	Reydon, Bastiaan Philip; Fernandes, Vitor Bukvar		Financialization, land prices and land grab: a study based on the Brazilian reality	Financeirização, preços de terra e land grab: um estudo baseado na realidade brasileira			Economia e Sociedade																								1982-3533	12	2017	26	spe	1149	1179	10.1590/1982-3533.2017v26n4art12				SCIELO:S0104-06182017000401149	gold				
J	Sestelo, José Antonio de Freitas; Cardoso, Artur Monte; Braga, Ialê Falleiros; Mattos, Leonardo Vidal; Andrietta, Lucas Salvador		A financeirização das políticas sociais e da saúde no Brasil do século XXI: elementos para uma aproximação inicial	The financialization of social and health policy in Brazil in the 21st century: elements for beginning the process			Economia e Sociedade																								1982-3533	12	2017	26	spe	1097	1126	10.1590/1982-3533.2017v26n4art10				SCIELO:S0104-06182017000401097	gold				
J	Silveira, Rodrigo Lanna Franco da; Maciel, Leandro dos Santos; Mattos, Fabio L.; Ballini, Rosangela		Volatility persistence and inventory effect in grain futures markets: evidence from a recursive model	Persistencia de volatilidad y efecto de inventario en los mercados de futuros de granos: evidencia de un modelo recursivo	Persistência de volatilidade e efeito de inventário nos mercados de futuros de grãos: evidência de um modelo recursivo		Revista de Administração (São Paulo)													Silveira, Rodrigo Lanna Franco da/B-1874-2019; Maciel, Leandro/B-1046-2015	Silveira, Rodrigo Lanna Franco da/0000-0002-1208-5713; Maciel, Leandro/0000-0002-1900-7179										1984-6142	12	2017	52	4	403	418	10.1016/j.rausp.2017.08.003				SCIELO:S0080-21072017000400403	gold				
J	Campos, Filipe Medeia de; Celani, Gabriela		Subdivisão de formas livres em arquitetura com o objetivo de viabilização de sua fabricação: métodos e aplicações	Subdivision of free forms in architecture with the objective of making its fabrication feasible: methods and applications	Subdivision de formes libres dans l'architecture, dans le but de permettre à sa fabrication: méthodes et applications	Subdivisión de las formas libres de la arquitectura con el objetivo de permitir su fabricación: métodos y aplicaciones	Interações (Campo Grande)																								1984-042X	09	2017	18	3	3	22	10.20435/inter.v18i3.1463				SCIELO:S1518-70122017000300003	gold				
J	Madeira, Gilberto dos Santos; Guimaraes, Tor; Mendes, Leonardo de Souza		Construindo governança eletrônica de cidades: Um modelo de implementação de soluções para inovação e otimização da gestão pública	Establishing e-Governance of cities: a model for implementing solutions for optimization and innovation of public administration	Construyendo gobernanza electrónica de ciudades: Un modelo de implementación de soluciones para la innovación y optimización de la gestión pública		Revista de Gestão dos Países de Língua Portuguesa																								1645-4464	09	2017	16	2	55	71					SCIELO:S1645-44642017000200005	gold				
J	Bastos, Pedro Paulo Zahluth		ASCENSÃO E CRISE DO GOVERNO DILMA ROUSSEFF E O GOLPE DE 2016: PODER ESTRUTURAL, CONTRADIÇÃO E IDEOLOGIA	THE RISE AND FALL OF DILMA ROUSSEFF GOVERNMENT AND THE 2016 COUP: STRUCTURAL POWER, CONTRADICTION AND IDEOLOGY			Revista de Economia Contemporânea																								1980-5527	08	2017	21	2	e172129		10.1590/198055272129				SCIELO:S1415-98482017000200209	gold				
J	Campos, Fábio Antonio de		Internacionalização brasileira e Instrução 113 da Sumoc	Brazilian Internationalization and Instruction 113 of Sumoc			América Latina en la historia económica																								2007-3496	08	2017	24	2	93	124	10.18232/alhe.v24i2.802				SCIELO:S1405-22532017000200093	gold				
J	Jesus Júnior, Leonardo Bispo de; Sarti, Fernando; Ferreira Júnior, Hamilton de Moura		Petrobras, política de conteúdo local e maximização de valor para o acionista: uma sugestão de interpretação	Petrobras, local content policy and maximization of shareholder value: a suggestion of interpretation			Economia e Sociedade																								1982-3533	08	2017	26	2	369	400	10.1590/1982-3533.2017v26n2art4				SCIELO:S0104-06182017000200369	gold				
J	Weiss, Mauricio Andrade; Prates, Daniela Magalhães		Análise teórica e empírica dos determinantes dos fluxos de capitais financeiros para os países em desenvolvimento no contexto da globalização financeira	Theoretical and empirical analysis of the determinants of financial capital flows to developing countries in the context of financial globalization			Nova Economia																								1980-5381	08	2017	27	2	85	117	10.1590/0103-6351/2730				SCIELO:S0103-63512017000200085	gold				
J	PALLUDETO, ALEX WILHANS ANTONIO; ANDRADE, ROGERIO P. DE		Teorias econômicas marxistas e a Grande Recessão	Marxist economic theories and the Great Recession			Brazilian Journal of Political Economy																								1809-4538	07	2017	37	3	527	550	10.1590/0101-31572017v37n03a04				SCIELO:S0101-31572017000300527	gold				
J	Biasoto Jr, Geraldo; Afonso, José Roberto		Estado e novo arranjo para o financiamento do investimento público no Brasil	State and new investment financing arrangements: alternatives for Brazil			Economia e Sociedade																								1982-3533	04	2017	26	1	189	213	10.1590/1982-3533.2017v26n1art7				SCIELO:S0104-06182017000100189	gold				
J	Carvalho Júnior, César Valentim de Oliveira; Cornacchione, Edgard; Rocha, Armando Freitas da; Rocha, Fábio Theoto		Cognitive brain mapping of auditors and accountants in going concern judgments	Mapeamento cognitivo cerebral de auditores e contadores em julgamentos de continuidade operacional			Revista Contabilidade & Finanças																								1808-057X	04	2017	28	73	132	147	10.1590/1808-057x201703430				SCIELO:S1519-70772017000100132	gold				
J	Machado Filho, Cláudio Pinheiro; Caleman, Silvia Morales de Queiroz; Cunha, Christiano França da		Governance in agribusiness organizations: challenges in the management of rural family firms	Governança em organizações do agronegócio: desafios para a gestão de empresas rurais familiares	Gobernancia en las organizaciones agroindustriales: retos en la gestión de las empresas familiares rurales		Revista de Administração (São Paulo)													Cunha, Christiano/N-3310-2014	Cunha, Christiano/0000-0002-2590-3818										1984-6142	03	2017	52	1	81	92	10.1016/j.rausp.2016.09.004				SCIELO:S0080-21072017000100081	gold				
J	OLIVEIRA, GIULIANO CONTENTO DE; WOLF, PAULO JOSÉ WHITAKER		The euro and the recent European crisis vis-à-vis the gold standard and the great depression: institutionalities, specificities and interfaces	O euro e a crise europeia recente vis-à-vis o padrão ouro e a grande depressão: institucionalidades, especificidades e interfaces			Revista de Economia Política																								1809-4538	03	2017	37	1	147	166	10.1590/0101-31572016v37n01a08				SCIELO:S0101-31572017000100147	gold				
J	PRATES, DANIELA MAGALHÃES; PAULA, LUIZ FERNANDO DE		Capital account regulation in Brazil: An assessment of the 2009-2013 period	Regulação dos fluxos de capitais no Brasil:Uma avaliação do período 2009-2013			Revista de Economia Política																								1809-4538	03	2017	37	1	108	129	10.1590/0101-31572016v37n01a06				SCIELO:S0101-31572017000100108	gold				
J	Arantes, Flávio; Cazeiro Lopreato, Francisco Luiz		O NOVO CONSENSO EM MACROECONOMIA NO BRASIL: A POLÍTICA FISCAL DO PLANO REAL AO SEGUNDO GOVERNO LULA	NEW MACROECONOMIC CONSENSUS IN BRAZIL: FISCAL POLICY FROM THE REAL PLAN TOPRESIDENT LULA'S SECOND MANDATE			Revista de Economia Contemporânea																								1980-5527		2017	21	3	e172131		10.1590/198055272131				SCIELO:S1415-98482017000300206	gold				
J	Barone, Ricardo Strazzacappa; Bastos, Pedro Paulo Zahluth; Mattos, Fernando Augusto Mansor de		CAPITAL HUMANO OU CAPITALISMO SELVAGEM? UM BALANÇO DA CONTROVÉRSIA SOBRE DISTRIBUIÇÃO DE RENDA DURANTE O “MILAGRE” BRASILEIRO	HUMAN CAPITAL OR WILD CAPITALISM? AN APPRAISAL OF THE CONTROVERSIAL DISTRIBUTION OF INCOME DURING THE BRAZILIAN "MIRACLE"			Revista de Economia Contemporânea																								1980-5527		2017	21	3	e172132		10.1590/198055272132				SCIELO:S1415-98482017000300203	gold				
J	Oliveira, Giuliano Contento de; Vazquez, Daniel Arias; Wolf, Paulo José Whitaker		EVOLUÇÃO DA DÍVIDA E DA NECESSIDADE DE FINANCIAMENTO DO SETOR PÚBLICO NO BRASIL (1995-2016): UM BALANÇO DO PERÍODO PÓS-REAL	DEBT AND BORROWING REQUIREMENTS OF THE BRAZILIAN PUBLIC SECTOR (1995-2016): AN ASSESSMENT OF THE POST-REAL PERIOD			Revista de Economia Contemporânea																								1980-5527		2017	21	3	e172133		10.1590/198055272133				SCIELO:S1415-98482017000300207	gold				
J	Chiarini, Tulio; Silva, Ana Lucia Gonçalves da		Comércio exterior brasileiro de acordo com a intensidade tecnológica dos setores industriais: notas sobre as décadas de 1990 e 2000	Brazilian foreign trade according to manufacturing industries’ technological intensity: notes on the 1990s and 2000s			Nova Economia														Chiarini, Tulio/0000-0002-3758-8413										1980-5381	12	2016	26	3	1007	1051	10.1590/0103-6351/2535				SCIELO:S0103-63512016000301007	gold				
J	Rocha, Leonardo Andrade; Khan, Ahmad Saeed; Lima, Patrícia Verônica Pinheiro Sales de; Poz, Maria Ester Soares Dal		Corrupção e Crescimento: os impactos da corrupção ponderados pelos diferentes graus de eficiência entre as firmas				Estudos Econômicos (São Paulo)																								1980-5357	12	2016	46	4	783	822	10.1590/0101-4161464782lapm				SCIELO:S0101-41612016000400783	gold				
J	Vieira Filho, José Eustáquio Ribeiro Vieira; Silveira, José Maria Ferreira Jardim da		Competências organizacionais, trajetória tecnológica e aprendizado local na agricultura: o paradoxo de Prebisch	Organizational skills, technological trajectory and local learning in agriculture: the Prebisch paradox			Economia e Sociedade																								1982-3533	12	2016	25	3	599	630	10.1590/1982-3533.2016v25n3art4				SCIELO:S0104-06182016000300599	gold				
J	Wolf, Paulo José Whitaker; Oliveira, Giuliano Contento de		Os Estados de Bem-Estar Social da Europa Ocidental: tipologias, evidências e vulnerabilidades	Western European welfare states: typologies, evidences, and vulnerabilities			Economia e Sociedade																								1982-3533	12	2016	25	3	661	694	10.1590/1982-3533.2016v25n3art6				SCIELO:S0104-06182016000300661	gold				
J	CARVALHO, LAURA; DINIZ, ANDRÉ; PEDROSA, ÍTALO; ROSSI, PEDRO		Fiscal costs of monetary policy: indirect effects of an interest rate shock on Brazilian public net debt	Custos fiscais da política monetária: os efeitos indiretos de um choque de juros sobre a dívida líquida do setor público			Revista de Economia Política																								1809-4538	09	2016	36	3	557	579	10.1590/0101-31572015v36n03a06				SCIELO:S0101-31572016000300557	gold				
J	Moraes, Rafael		O Governo Castello Branco e a Federação das indústrias do Estado de São Paulo: as bases do "Milagre" (1964-1967)	The Castello Branco Government and Federation of industries of the State of São Paulo: the basis of the "Brazilian Miracle" (1964-1967)			América Latina en la historia económica																								2007-3496	08	2016	23	2	64	90	10.18232/alhe.v23i2.709				SCIELO:S1405-22532016000200064	gold				
J	Silva, Antonio Carlos Macedo e; Santos, Cláudio Hamilton Matos dos		UM ESTUDO DA RIQUEZA FINANCEIRA DO BRASIL A PARTIR DA MATRIZ DE PATRIMÔNIO FINANCEIRO DO IBGE	FINANCIAL WEALTH IN BRAZIL: A STUDY BASED ON IBGE'S WHOM-TO-WHOM FINANCIAL BALANCE-SHEET MATRIX			Revista de Economia Contemporânea																								1980-5527	08	2016	20	2	250	280	10.1590/198055272023				SCIELO:S1415-98482016000200250	gold				
