PT	AU	BE	TI	X1	Y1	Z1	SO	LA	DT	DE	X5	Y5	Z5	AB	X4	Y4	Z4	C1	EM	RI	OI	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	PD	PY	VL	IS	BP	EP	DI	EC	C2	SC	UT	OA	HC	HP	DA
J	Nascimento, Paulo Francisco do; Silva, Antonio Carlos Macedo e		Financeirização na abordagem Stock-Flow Consistent	Financialization and the Stock-Flow Consistent Approach			Economia e Sociedade	Portuguese	research-article	Financialisation; Investment; Stock-Flow Consistent approach; Macroeconomic models; Post-Keynesian macroeconomics		Financeirização; Investimento; Abordagem Stock-Flow Consistent; Modelos macroeconômicos; Macroeconomia pós-keynesiana		Abstract Although most of the academic works on financialization are descriptive or empirical, in the last decade attempts have been made to represent its features in formal macroeconomic models. Given the deficiencies of previous analyses, some authors have used the Stock-Flow Consistent (SFC) approach to elaborate formal macroeconomic models of financialisation. This work analyzes the effort to incorporate financialisation into macroeconomic models using the Stock-Flow Consistent approach, in an attempt to evaluate the degree to which the referred approach is able to formally represent financialisation in the way it is conceived by descriptive and empirical literature and overcome the deficiencies present in the previous formal analyses.		Resumo Embora a maior parte dos trabalhos acadêmicos a respeito da financeirização seja de caráter descritivo ou empírico, na última década surgiram tentativas de inserir os aspectos da financeirização em modelos macroeconômicos formais. Diante de insuficiências das análises formais anteriores, alguns autores têm empregado a abordagem chamada Stock-Flow Consistent na concepção de modelos macroeconômicos a respeito da financeirização. Este trabalho é dedicado a analisar o esforço realizado para incorporar a financeirização em modelos macroeconômicos formais utilizando a abordagem Stock-Flow Consistent, buscando avaliar em que medida a abordagem é capaz de representar formalmente a financeirização, tal como concebida pela literatura descritiva e empírica, e superar as deficiências que as demais tentativas de análise formal apresentam.		[Silva, Antonio Carlos Macedo e] Universidade Estadual de Campinas, Brazil; [Nascimento, Paulo Francisco do] Câmara Municipal de Diadema, Brasil					44	0	0	1	1	Instituto de Economia da Universidade Estadual de Campinas			1982-3533	12	2017	26	spe	895	928	10.1590/1982-3533.2017v26n4art4	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182017000400895	gold				
J	Reydon, Bastiaan Philip; Fernandes, Vitor Bukvar		Financialization, land prices and land grab: a study based on the Brazilian reality	Financeirização, preços de terra e land grab: um estudo baseado na realidade brasileira			Economia e Sociedade	English	research-article	Financerization; Land grab; Land governance; Post-Keynesian; Brazil; Latin America		Financeirização; Land grab; Compra de terras por estrangeiros; Governança de terras; Pós-keynesiano; Brasil; América Latina		Abstract In the last years, the term “land grab” has gained international importance and has been used as a catch-all frase for (trans)national commercial land transactions mainly revolving around the production and export of food, animal feed, biofuels, timber and minerals. The main literature explains it as a consequence of the financialization process that included land as an asset. Our main proposition in this article is that for Brazil, speculative land acquisitions played an important role in the portfolio of many economical agents, but with the deregulation of financial markets and the financialization of the seventies it became more intensive. To do so, first we present the different theoretical approaches to the land grab phenomenon and add a post-keynesian view on land transactions to the debate. Second, we analyze the available data on agriculture and livestock foreign investments in Latin America with the main focus on Brazil. Third, we present the legal and institutional aspects of foreign-owned land in Brazil. In conclusion, we propose that land grabbing will always have a speculative component, but after the deregulation of financial markets, the pressure for land acquisition is larger and the efforts in regulation and control over land acquisition in Brazil have not been effective in controlling acquisitions by foreigners.		Resumo Nos últimos anos o termo “land grab” ganhou importância internacional e tem sido usado como termo genérico para negociações comerciais (trans)nacionais de terras voltadas primariamente para produção e exportação de alimentos e rações para animais, biocombustíveis, madeira e minerais. A literatura internacional explica o termo como uma consequência do processo de financeirização que inclui terra como um ativo. A proposta principal deste artigo é que no caso brasileiro, aquisições especulativas de terras jogaram um papel importante na carteira de investimentos de muitos agentes econômicos, mas é com a desregulação dos mercados financeiros e a financeirização a partir dos anos 1970 que este processo se torna mais intenso. Para tanto, apresentamos as diferentes abordagens teóricas que tratam do fenômeno do “land grab” e adicionamos ao debate nossa contribuição com viés pós-keynesiano sobre as transações de terras. Em seguida, analisamos os dados disponíveis sobre investimentos estrangeiros em agricultura e pecuária na América Latina com um foco no Brasil. A seção seguinte apresenta os aspectos legais e institucionais relacionados às terras detidas por estrangeiros no Brasil. Como conclusão, propomos que o fenômeno de compra de terras por estrangeiros sempre teve um componente especulativo, mas após a desregulamentação dos mercados financeiros e o consequente processo de fincaneirização este componente especulativo tomou força ao mesmo tempo em que as tentativas de regulação e controle no Brasil foram ineficientes para controlar estes investimentos em terras.		[Reydon, Bastiaan Philip] Universidade Estadual de Campinas, Brazil; [Fernandes, Vitor Bukvar] Universidade Estadual de Campinas, Brazil					36	0	0	0	1	Instituto de Economia da Universidade Estadual de Campinas			1982-3533	12	2017	26	spe	1149	1179	10.1590/1982-3533.2017v26n4art12	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182017000401149	gold				
J	Sestelo, José Antonio de Freitas; Cardoso, Artur Monte; Braga, Ialê Falleiros; Mattos, Leonardo Vidal; Andrietta, Lucas Salvador		A financeirização das políticas sociais e da saúde no Brasil do século XXI: elementos para uma aproximação inicial	The financialization of social and health policy in Brazil in the 21st century: elements for beginning the process			Economia e Sociedade	Portuguese	research-article	Financialization; Social policy; Welfare state; Health policies		Financeirização; Política social; Welfare state; Políticas de saúde		Abstract The objective of this article is to review the literature on financialization and to: show how it is expressed in the debate on Brazilian social policies, especially Healthcare, assuming financial dominance as a new way of being of the global wealth production regime. It emphasizes evidence of financialization, its concepts and its expression in the Brazilian case. Gaps are pointed out in current studies on the welfare state and possible approaches to the topic of financialization. We highlight studies with this proposal in Brazil, identifying trends in social assistance, pensions, housing, education and, particularly, healthcare. The review highlights the relevance of the theme and the limits of sectoral approaches in Brazil. It is postulated that, in the healthcare sector, changes in the pattern of accumulation followed the spread of financialization. This new context weakens approaches restricted to public budget issues and the role of the state, and demands to be improved by empirical research on private agent's frame and political agenda.		Resumo O objetivo do artigo é cotejar a literatura sobre financeirização e compreender sua expressão no debate sobre as políticas sociais brasileiras, especialmente na saúde, entendendo a dominância financeira como novo modo de ser do regime global de produção de riqueza. Enfatiza-se evidências da financeirização, seus conceitos e sua expressão no caso brasileiro. Aponta-se lacunas em estudos atuais sobre o welfare state e possíveis aproximações com o tema da financeirização. Destaca-se estudos com essa proposta no Brasil, identificando tendências na assistência social, previdência, habitação, educação e, particularmente, na saúde. A revisão evidencia a relevância do tema e os limites das abordagens setoriais no Brasil. Postula-se que, na saúde, a mudança no padrão setorial de acumulação acompanhou o aprofundamento da financeirização. Essa nova configuração debilita abordagens restritas ao orçamento público e ao papel do Estado, e solicita seu aprimoramento por pesquisas empíricas sobre a conformação e a agenda política dos agentes privados.		[Mattos, Leonardo Vidal] Grupo de Pesquisa e Documentação sobre o Empresariamento da Saúde Henry Jouval Jr, Brasil; [Andrietta, Lucas Salvador] Universidade Estadual de Campinas, Brazil; [Sestelo, José Antonio de Freitas] Universidade Federal do Rio de Janeiro, Brazil; [Cardoso, Artur Monte] Universidade Estadual de Campinas, Brazil; [Braga, Ialê Falleiros] Escola Politécnica de Saúde Joaquim Venâncio, Brasil					81	0	0	0	0	Instituto de Economia da Universidade Estadual de Campinas			1982-3533	12	2017	26	spe	1097	1126	10.1590/1982-3533.2017v26n4art10	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182017000401097	gold				
J	Silveira, Rodrigo Lanna Franco da; Maciel, Leandro dos Santos; Mattos, Fabio L.; Ballini, Rosangela		Volatility persistence and inventory effect in grain futures markets: evidence from a recursive model	Persistencia de volatilidad y efecto de inventario en los mercados de futuros de granos: evidencia de un modelo recursivo	Persistência de volatilidade e efeito de inventário nos mercados de futuros de grãos: evidência de um modelo recursivo		Revista de Administração (São Paulo)	English	research-article	Price volatility; Volatility persistence; Inventory effect; Grain futures markets	Volatilidad; Persistencia de la volatilidad; Efecto de inventario; Mercado futuro de granos	Volatilidade; Persistência da volatilidade; Inventory effect; Mercado futuro de grãos		Abstract The purpose of this paper is to investigate the volatility persistence and the inventory effect in grain futures markets during the period of 1959–2014. The innovative nature of this study lies in the evaluation of rolling estimates, using a recursive univariate TARCH(1,1)-in-mean volatility model. The daily evolution of volatility persistence and the inventory effect on corn and soybean futures contracts is analyzed using a rolling window of 1008 observations over four years. In general, the results suggest that the conditional volatility in both markets is highly persistent. There is also evidence of inventory, time-to-maturity, and seasonality effects on the volatility dynamics of corn and soybeans. In addition, the findings point to a lower short-run volatility persistence in recent years, which caused a slight decrease in long-run volatility persistence and the half-life period in both markets.	Resumen El objetivo en este estudio es investigar la persistencia de la volatilidad y el efecto de inventario en los mercados de futuros de granos en el período de 1959 a 2014. La innovación del trabajo consiste en la aplicación de un modelo de volatilidad recursivo TARCH(1,1) por estimación, en un período de cuatro años. Los resultados indican una alta persistencia de la volatilidad condicional en el mercado de maíz y soja. Además, hay evidencia de efectos de inventario, tiempo hasta la expiración y estacionalidad en la dinámica de la volatilidad de los precios de ambos mercados. También se ha verificado una baja persistencia de la volatilidad a corto plazo en los últimos años, lo que ha causado una caída de la persistencia de la volatilidad a largo plazo.	Resumo Neste artigo, os autores procuraram investigar a persistência da volatilidade e inventory effect nos mercados futuros de grãos no período entre 1959 e 2014. A inovação do estudo consistiu na aplicação de um modelo de volatilidade recursivo TARCH(1,1) com rolagem das estimativas a partir de uma janela de tempo de quatro anos. Os resultados apontaram para uma alta persistência da volatilidade condicional nos mercados de milho e soja. Além disso, observou-se a presença dos efeitos sazonalidade, inventory e time-to-maturity na dinâmica de volatilidade dos preços de ambos mercados. Verificou-se ainda uma queda na persistência de curto-prazo no período recente, o que levou a uma diminuição da persistência de longo-prazo e da meia-vida nos mercados em estudo.		[Mattos, Fabio L.] University of Nebraska, United States; [Maciel, Leandro dos Santos] Universidade Federal de São Paulo, Brazil; [Silveira, Rodrigo Lanna Franco da; Ballini, Rosangela] Universidade Estadual de Campinas, Brazil		Silveira, Rodrigo Lanna Franco da/B-1874-2019; Maciel, Leandro/B-1046-2015	Silveira, Rodrigo Lanna Franco da/0000-0002-1208-5713; Maciel, Leandro/0000-0002-1900-7179		66	0	0	0	2	Departamento de Administração da Faculdade de Economia, Administração e Contabilidade da Universidade de São Paulo			1984-6142	12	2017	52	4	403	418	10.1016/j.rausp.2017.08.003	Management	SciELO Brazil	Business & Economics	SCIELO:S0080-21072017000400403	gold				
J	Campos, Filipe Medeia de; Celani, Gabriela		Subdivisão de formas livres em arquitetura com o objetivo de viabilização de sua fabricação: métodos e aplicações	Subdivision of free forms in architecture with the objective of making its fabrication feasible: methods and applications	Subdivision de formes libres dans l'architecture, dans le but de permettre à sa fabrication: méthodes et applications	Subdivisión de las formas libres de la arquitectura con el objetivo de permitir su fabricación: métodos y aplicaciones	Interações (Campo Grande)	Portuguese	research-article	free forms; subdivision; parametric modeling; digital fabrication; CAD-CAM	formas libres; subdivión; modelado paramétrico; fabricación digital; CAD-CAM	formas livres; subdivisão; modelagem paramétrica; fabricação digital; CAD-CAM	formes libres; subdivision; modélisation paramétrique; fabrication numérique; CAD-CAM	Abstract: This work presents an overview of the types of subdivision of free forms used in the architecture, as well as their methods and computational implementations, specifically aiming their application to sealing elements. A bibliographic review of the subject was carried out, as well as a specialist interview and parametric exploration of the methods collected in selected geometries for testing. Through this approach, the main ones of each type of subdivision were identified, aiming at the viabilization of works with free forms, as well as aspects of aesthetics and finishes.	Resumen: Este artículo presenta una visión general de los tipos de la subdivisión de las formas libres utilizados en arquitectura, así como sus implementaciones y métodos computacionales dirigidas específicamente su aplicación a elementos de sellado. Se realizó una revisión de la literatura sobre el tema, así como entrevistas con expertos y explotación de los métodos paramétricos planteadas en geometrías de prueba. Por lo tanto, hemos identificado la clave de cada tipo de subdivisión, destinada a permitir obras con formas libres, así como la estética y acabados cuestiones.	Resumo: Este trabalho apresenta um panorama dos tipos de subdivisão de formas livres utilizados na arquitetura, bem como seus métodos e implementações computacionais, visando, especificamente, a sua aplicação para elementos de vedação. Foi realizada a revisão bibliográfica do assunto, bem como entrevista com especialista e exploração paramétrica dos métodos levantados em geometrias de teste. Desse modo, identificaram-se os principais de cada tipo de subdivisão, visando à viabilização de obras com formas livres, bem como questões de estética e acabamentos.	Résumé: Cet article présente un aperçu des types de subdivisant les formes libres utilisés dans l'architecture, ainsi que leur mise en œuvre et les méthodes de calcul visant spécifiquement son application à des éléments d'étanchéité. Il a effectué une revue de la littérature du sujet, ainsi que des entretiens avec des experts et l'exploitation des méthodes paramétriques soulevées dans des géométries de test. Ainsi, nous avons identifié la clé de chaque type de subdivision, visant à permettre aux œuvres de formes libres, ainsi que l'esthétique et les finitions problèmes.	[Campos, Filipe Medeia de; Celani, Gabriela] Universidade Estadual de Campinas, Brazil					14	0	0	0	0	Universidade Católica Dom Bosco			1984-042X	09	2017	18	3	3	22	10.20435/inter.v18i3.1463	Business; Planning & Development	SciELO Brazil	Business & Economics; Public Administration	SCIELO:S1518-70122017000300003	gold				
J	Madeira, Gilberto dos Santos; Guimaraes, Tor; Mendes, Leonardo de Souza		Construindo governança eletrônica de cidades: Um modelo de implementação de soluções para inovação e otimização da gestão pública	Establishing e-Governance of cities: a model for implementing solutions for optimization and innovation of public administration	Construyendo gobernanza electrónica de ciudades: Un modelo de implementación de soluciones para la innovación y optimización de la gestión pública		Revista de Gestão dos Países de Língua Portuguesa	Portuguese	research-article	Governance; Innovation; Smart City; Public Management; Information and Communication Technology	Gobernanza; Innovación; Ciudad Inteligente; Gestión Pública; Tecnología de la Información y Comunicación	Governança; Inovação; Cidade Inteligente; Gestão Pública; Tecnologia da Informação e Comunicação		In an effort to improve the management of information technology in city administration, this article proposes and tests a model for implementing city e-government. It includes five major variables: Effectiveness of implementation of municipal technological innovation, municipal intelligence, strategic leadership, management of technology and characteristics of the city's change process. Methodologically, to test the model, a questionnaire was developed and sent to the government of a convenience sample of twenty-five Brazilian and American cities participants in the field test. The results support the appropriateness and applicability of the model tested. Academic and practical contributions are the factors tested, applied together, are significant to manage more successfully the necessary innovations to implement electronic governance of cities.	La administración de una ciudad es un desafío para los gestores públicos. El objetivo del artículo fue desarrollar y proponer un modelo para la implementación de la gobernanza electrónica de las ciudades. La metodología utilizada se basó en cinco variables: Efectividad de la implementación de innovación municipal, Inteligencia Municipal, Liderazgo Estratégico, Gestión de Tecnología y Características del proceso de cambio. Para probar el modelo, se desarrolló un cuestionario que fue enviado al gobierno de veinticinco ciudades brasileñas y americanas participantes en la prueba de campo. Como resultado hay una fuerte percepción positiva de la aplicabilidad del modelo probado. Las contribuciones académicas y prácticas son que los factores probados, aplicados conjuntamente, son significativos para administrar con más éxito las innovaciones necesarias para implementar la gobernanza electrónica de las ciudades.	Administrar uma cidade é um desafio para gestores públicos. O objetivo do artigo foi desenvolver e propor um modelo para implementação de governança eletrônica de cidades. A metodologia utilizada pautou-se em cinco variáveis: Efetividade da implementação de inovação municipal, Inteligência Municipal, Liderança Estratégica, Gestão de Tecnologia e Características do Processo de Mudança. Para testar o modelo, foi desenvolvido um questionário, e enviado ao governo de vinte e cinco cidades brasileiras e americanas participantes do teste de campo. Como resultado há uma forte percepção positiva da aplicabilidade do modelo testado. As contribuições acadêmicas e práticas são que os fatores testados, aplicados conjuntamente, são significativos para gerenciar com mais sucesso as inovações necessárias para implementar governança eletrônica de cidades.		[Guimaraes, Tor] Tennessee Technological University, EUA; [Mendes, Leonardo de Souza] Universidade Estadual de Campinas, Brasil					51	0	0	2	9	INDEG-IUL - ISCTE Executive Education			1645-4464	09	2017	16	2	55	71		Management	SciELO Portugal	Business & Economics	SCIELO:S1645-44642017000200005	gold				
J	Bastos, Pedro Paulo Zahluth		ASCENSÃO E CRISE DO GOVERNO DILMA ROUSSEFF E O GOLPE DE 2016: PODER ESTRUTURAL, CONTRADIÇÃO E IDEOLOGIA	THE RISE AND FALL OF DILMA ROUSSEFF GOVERNMENT AND THE 2016 COUP: STRUCTURAL POWER, CONTRADICTION AND IDEOLOGY			Revista de Economia Contemporânea	Portuguese	research-article	Dilma Rousseff; Lulism; 2016 Coup; Car-Wash Operation; new economic matrix		Dilma Rousseff; Lulismo; golpe de 2016; Operação Lava-Jato; nova matriz econômica		ABSTRACT The article seeks to understand the Dilma Rousseff government and the 2016 coup, considering the structural power of the financial capital and the contradictions inherent to the models of economic growth and political coalition observed since the Lula administration. It is argued that the Rousseff government’s economic project sought to overcome some of these contradictions. The government, however, was unable to carry out either the institutional reforms or the political changes necessary for the success of its project, in the context of an economic slowdown and the sharpening of international competition and social conflicts in Brazil. The economic policy is evaluated from the austerity of 2011 to that of 2015, passing through the so-called New Economic Matrix and its gradual dismantling in 2013. The origins of the bourgeoisie’s unification around a neoliberal program in 2016 are analyzed, as well as the relationship between the middle-class revolt and the political-judicial attack resulting on the 2016 coup.		RESUMO O artigo procura entender o governo Dilma Rousseff e o Golpe de 2016 levando em consideração o poder estrutural do capital financeiro e as contradições inerentes aos modelos de crescimento econômico e coalizão política observados desde o governo Lula. Argumenta-se que o projeto econômico do governo Rousseff procurava superar algumas destas contradições. O governo, contudo, não foi capaz de realizar nem as reformas institucionais nem as repactuações políticas necessárias para o sucesso de seu projeto, em contexto de desaceleração cíclica e aguçamento da concorrência internacional e dos conflitos sociais no Brasil. A política econômica é avaliada desde a austeridade de 2011 até a de 2015, passando pela chamada Nova Matriz Econômica e seu desmonte gradual em 2013. Analisa-se as origens da unificação da burguesia em torno a um programa neoliberal em 2016, assim como a relação entre a revolta das camadas médias e o ataque político-judicial resultante no Golpe de 2016.		[Bastos, Pedro Paulo Zahluth] Universidade Estadual de Campinas, Brazil					152	0	0	1	3	Instituto de Economa da Universidade Federal do Rio de Janeiro			1980-5527	08	2017	21	2	e172129		10.1590/198055272129	Economics	SciELO Brazil	Business & Economics	SCIELO:S1415-98482017000200209	gold				
J	Campos, Fábio Antonio de		Internacionalização brasileira e Instrução 113 da Sumoc	Brazilian Internationalization and Instruction 113 of Sumoc			América Latina en la historia económica	Portuguese	research-article	economic development; exchange rate policy; direct foreign investment; Instruction 113		desenvolvimento econômico; política cambial; investimento direto estrangeiro; Instrução 113		Abstract: With reference to the standards of Brazilian capitalist development in the 1950s, our objective is to show the disciplinary system to foreign direct investment (fdi) that originated the Instruction 113 of the Superintendência da Moeda e do Crédito (Sumoc). The analytical axis is based in the main lines of continuity and in the inherent inflexion to the internal logic of regulatory instruments to international capital at this stage. Such study was the result of research of laws, decrees, orders and exchange actions which are generally the institutional framework of the period. Our conclusion was that although there are continuities between Vargas and Kubitschek regarding to the conditions for imported capital goods without exchange cover in the form of fdi, the selection criteria and essentiality mark a fundamental break in the distinct forms of association with the international capital between the two governments.		Resumo: Tendo como referência os modelos de desenvolvimento capitalista brasileiro nos anos 1950, nosso objetivo será mostrar o regime disciplinar ao investimento direto estrangeiro (ide) que originou a Instrução 113 da Superintendência da Moeda e do Crédito (Sumoc). O eixo analítico se alicerça pelas principais linhas de continuidade e inflexão intrínsecas à lógica interna dos instrumentos regulatórios ao capital internacional nessa fase. Tal pesquisa foi resultado da investigação de leis, decretos-lei, decretos e medidas cambiais em geral que constituem o marco institucional do período. Nossa conclusão foi que embora existam continuidades entre Kubitschek e Vargas no que diz respeito às condições para importação de bens de capital sem cobertura cambial na forma de ide, os critérios de seleção e essencialidade marcam uma ruptura fundamental nas distintas formas de associação com o capital internacional entre os dois governos.		[Campos, Fábio Antonio de] Universidade Estadual de Campinas, Brazil					41	0	0	0	0	Instituto de Investigaciones Dr. José María Luis Mora			2007-3496	08	2017	24	2	93	124	10.18232/alhe.v24i2.802	Economics; History Of Social Sciences	SciELO Mexico	Business & Economics; Social Sciences - Other Topics	SCIELO:S1405-22532017000200093	gold				
J	Jesus Júnior, Leonardo Bispo de; Sarti, Fernando; Ferreira Júnior, Hamilton de Moura		Petrobras, política de conteúdo local e maximização de valor para o acionista: uma sugestão de interpretação	Petrobras, local content policy and maximization of shareholder value: a suggestion of interpretation			Economia e Sociedade	Portuguese	research-article	Petrobras; Government intervention; Local Content Policy; Maximization of Shareholder Value; Stakeholders theory		Petrobras; Intervenção Governamental; Política de Conteúdo Local; Maximização do Valor para o Acionista; Teoria dos Stakeholders		Abstract The aggressive investment program and exposure to local political interference, evidenced in the repression of prices of refined products and the requirement of targeted local content have been identified as crucial to the fragile economic and financial situation faced by Petrobras in the years 2006-2013, when there was a major fall in the market value and reduced profitability. Considering this background, the overall aim of the paper is to analyze why the local content policy is counter to the perspective of the maximization shareholder value of Petrobras. The main conclusion is that the inefficiency generated by directing the acquisitions is inconsistent with the dynamics of accumulation of large corporations in a context which prevails the logic of maximization shareholder value.		Resumo O agressivo programa de investimentos e a exposição à interferência política local, evidenciada no represamento dos preços dos produtos refinados e na exigência de cumprimento de metas de conteúdo local, foram apontados como determinantes para a delicada situação econômico-financeira vivida pela Petrobras nos anos 2006-2013, quando se observou uma forte perda de valor no mercado acionário e uma reduzida lucratividade. Considerando esse pano de fundo, o objetivo geral do paper é analisar por que a política de conteúdo local está na contramão da perspectiva de maximização de valor para os acionistas da Petrobras. A principal conclusão é que a ineficiência gerada pelo direcionamento das aquisições é inconsistente com a dinâmica de acumulação das grandes corporações, num contexto em que impera a lógica de maximização do valor para o acionista.		[Jesus Júnior, Leonardo Bispo de] Universidade Federal da Bahia, Brazil; [Ferreira Júnior, Hamilton de Moura] Universidade Federal da Bahia, Brazil; [Sarti, Fernando] Universidade Estadual de Campinas, Brazil					44	0	0	0	0	Instituto de Economia da Universidade Estadual de Campinas			1982-3533	08	2017	26	2	369	400	10.1590/1982-3533.2017v26n2art4	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182017000200369	gold				
J	Weiss, Mauricio Andrade; Prates, Daniela Magalhães		Análise teórica e empírica dos determinantes dos fluxos de capitais financeiros para os países em desenvolvimento no contexto da globalização financeira	Theoretical and empirical analysis of the determinants of financial capital flows to developing countries in the context of financial globalization			Nova Economia	Portuguese	research-article	international monetary and financial system; capital flows; developing countries; panel data model; GMM-S		sistema monetário e financeiro internacional; fluxos de capitais; países em desenvolvimento; dados em painel; MMG-S		Abstract: This article aims to contribute to the empirical literature on the determinants of financial capital flows to developing countries using an econometric panel data model with Generalized Method of Moments-System (GMM-S). As in former studies, the results showed the predominance of external factors over internal ones in determining capital flows. It is noteworthy the CBOE VIX volatility indicator, which showed significant and with the expected sign on the eleven tested equations. According to the post-Keynesian perspective adopted in this paper, this indicator could be interpreted as an indicator of the liquidity preference of private agents. In tests relating to dummy for the years of crisis with the internal variables, the variables reservations about the external debt and current account deficit over GDP were statistically significant, with the first attenuated, while the second emphasized the impact of crisis.		Resumo: Este artigo pretende dar uma contribuição à literatura empírica sobre os determinantes dos fluxos de capitais de natureza financeira direcionados aos países em desenvolvimento por meio de um modelo econométrico de dados em painel com a utilização do Método dos Momentos Generalizados-Sistema (MMG-S). Os resultados obtidos corroboram os estudos anteriores que apontam para um predomínio dos fatores externos sobre os internos na determinação desses fluxos. Merece destaque o indicador de volatilidade VIX CBOE, o qual pode ser interpretado, a partir de uma perspectiva pós-keynesiana, como um indicador de preferência por liquidez. Nos testes que relacionaram a dummy para os anos de crise com as variáveis internas, as variáveis reservas sobre o endividamento externo e sobre o déficit em transações correntes sobre o PIB se mostraram estatisticamente significativas, sendo que a primeira atenuou, enquanto a segunda acentuou o impacto das crises.		[Weiss, Mauricio Andrade] Universidade Federal do Rio Grande do Sul, Brazil; [Prates, Daniela Magalhães] Universidade Estadual de Campinas, Brazil					52	0	1	0	1	Nova Economia			1980-5381	08	2017	27	2	85	117	10.1590/0103-6351/2730	Economics	SciELO Brazil	Business & Economics	SCIELO:S0103-63512017000200085	gold				
J	PALLUDETO, ALEX WILHANS ANTONIO; ANDRADE, ROGERIO P. DE		Teorias econômicas marxistas e a Grande Recessão	Marxist economic theories and the Great Recession			Brazilian Journal of Political Economy	Portuguese	research-article	Marxist theories of crises; Great Recession; neoliberalism; rate of profit		teorias marxistas da crise; Grande Recessão; neoliberalismo; taxa de lucro		ABSTRACT This review paper examines some of the main Marxist-inspired interpretations of the Great Recession that were published in the form of books. From the broad set of publications on the subject, the following works were analyzed: The Great Financial Crisis, by John Bellamy Foster and Fred Magdoff (2009); The Enigma of Capital, by David Harvey (2011), originally published in 2010; The Crisis of Neoliberalism, by Gérard Duménil and Dominique Lévy (2011); and The Failure of Capitalist Production, by Andrew Kliman (2012). It is argued that the Marxist debate about the ultimate causes of the Great Recession can be systematized from the following cleavage: 1) on the one hand, the authors who attribute the turbulence to the specific political/economic/institutional form assumed by the capitalist system over the last decades; 2) on the other hand, those who interpret the recent crisis as a manifestation of capitalist dynamics in general - and not the particular form that it supposedly assumes. While Foster and Magdoff (2009), Harvey (2011) and Duménil and Lévy (2011) belong to the first group, Kliman (2012) is a representative of the second strand.		RESUMO O presente artigo dedica-se ao exame de algumas das principais interpretações de inspiração marxista acerca da Grande Recessão que se apresentam publicadas sob a forma de livros. Do amplo conjunto de publicações sobre o tema, as seguintes obras foram analisadas: The Great Financial Crisis, de John Bellamy Foster e Fred Magdoff (2009); The Enigma of Capital, de David Harvey (2011), publicada originalmente em 2010; The Crisis of Neoliberalism, de Gérard Duménil e Dominique Lévy (2011); e The Failure of Capitalist Production, de Andrew Kliman (2012). Argumenta-se que o debate marxista em torno das causas últimas da Grande Recessão pode ser sistematizado a partir da seguinte clivagem: 1) de um lado, os autores que atribuem a turbulência à forma política/econômica/institucional específica assumida pelo sistema capitalista ao longo das últimas décadas; 2) de outro, aqueles que interpretam a crise recente como uma manifestação própria da dinâmica capitalista em geral - e não do modo particular que esta supostamente apresenta. Enquanto Foster e Magdoff (2009), Harvey (2011) e Duménil e Lévy (2011) compõem o primeiro grupo, Kliman (2012) pode ser visto como representante da segunda vertente.		[PALLUDETO, ALEX WILHANS ANTONIO; ANDRADE, ROGERIO P. DE] Universidade Estadual de Campinas, Brazil					38	0	0	0	0	Editora 34			1809-4538	07	2017	37	3	527	550	10.1590/0101-31572017v37n03a04	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572017000300527	gold				
